SheetName,Structure,Origin,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Validation,XML File,Unnamed: 6,UVA,UVA.1,UVA.2,USR,Comments,File:,7G0FN07-92118-01_3_20190121_094231_1061C.stdf,Unnamed: 4,Unnamed: 5,Unnamed: 7,Unnamed: 8,20170927,PinId renamed to PinIndex,dataPOWER used,dataPOWER,FILE,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170114081437.stdf,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170125052513.stdf,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170128170445.stdf,AP0101A_P010B0TAAB-K1-SWF_PB7H52_PB7H52-04C5_20170206115713.stdf,AP0102_PC6S61_CP2_PC6S61-06G3_20170124154639.stdf,AP0202_P48P98_CP2_P48P98-20F6_20160310175436.stdf,P010A0TBAC-K1-SWF_PCBH24_PCBH24-01G6_20170121055708.stdf,ATH03_AP0202_CKF190004_619ON04E_20160518_12h49m04s_RS_1M.stdf.txt,1_AP0202_1_619ON04E_20160518_12h58m36s_FT_1.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_13h29m20s_FT_1A.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_14h11m29s_FT_1B.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_16h31m45s_RS_2A.stdf.txt,ATH03_AP0202_CKF190004_619ON04E_20160518_16h49m41s_RS_3A.stdf.txt,AT10_AP0100A_MY5526709D_737ON40E_20171003_13h40m05s_FT_1A.stdf,STH01_AP0101A_CKG360022_736ON22E_20170922_22h40m55s_FT_1A.stdf,ATH03_AP0102_CKG350016_735ON11E_20170910_14h40m09s_RS_1M.stdf,ATH03_AP0202_CKG080039_708ON39E_20170402_03h12m01s_FT_1A.stdf,ATH10_AP0100A_MY5526709A_737ON37E_20171003_08h29m44s_RS_2A.stdf,STH01_AP0101A_CKG360022_736ON22E_20170922_13h49m55s_FT_1A.stdf,P010A0TBAC-K1-SWF_P4KA33_P4KA33-01F0_20160402053641.stdf,print TEST_TXTs PTR MPR FTR,awk -F': ' '/^PTR|^MPR|^FTR/ { PRINT=1; } /^$/ { PRINT=0; } /^   TEST_TXT:/ { if ( PRINT == 1 ) { print($0); } }',TestCount should be renamed to TestsExecuted
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y_COORD: 2,RTN_STAT: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_T: 10916,PGM_INDX: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_ID: 3,PGM_STAT: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_TXT: (null),FAIL_PIN: [],,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_FIX: [],VECT_NAM: EID_Write_S1_All.bst,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME_SET: EID_Write_Spec,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OP_CODE: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_TXT: AP0202_Crev_Read:Functional[1],,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALARM_ID: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROG_TXT: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSLT_TXT: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATG_NUM: 255,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPIN_MAP: [],,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FTR,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_NUM: 0,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD_NUM: 1,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SITE_NUM: 2,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_FLG: 0,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPT_FLAG: f7,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYCL_CNT: 0,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REL_VADR: 0,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REPT_CNT: 1,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUM_FAIL: 0,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XFAIL_AD: 0,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YFAIL_AD: 0,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VECT_OFF: 0,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTN_ICNT: 0,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGM_ICNT: 0,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTN_INDX: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTN_STAT: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGM_INDX: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGM_STAT: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL_PIN: [],,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VECT_NAM: EID_Write_S1_All.bst,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME_SET: EID_Write_Spec,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OP_CODE: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_TXT: AP0202_Crev_Read:Functional[1],,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALARM_ID: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROG_TXT: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSLT_TXT: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATG_NUM: 255,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPIN_MAP: [],,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRR,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD_NUM: 1,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SITE_NUM: 1,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_FLG: 8,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUM_TEST: 66,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_BIN: 5,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOFT_BIN: 60,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X_COORD: 16,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y_COORD: 3,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_T: 10922,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_ID: 2,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_TXT: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_FIX: [],,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRR,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD_NUM: 1,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SITE_NUM: 2,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_FLG: 8,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUM_TEST: 66,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_BIN: 5,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOFT_BIN: 60,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X_COORD: 17,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y_COORD: 2,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_T: 10922,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_ID: 3,,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_TXT: (null),,,,,,,,,,,,,,,,,
Probe KYEC CC MIR-DTR Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_FIX: [],,,,,,,,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SETUP_T: 2016/05/18 12:49:04 [1463575744],SETUP_T: 2016/05/18 12:58:36 [1463576316],SETUP_T: 2016/05/18 13:29:20 [1463578160],SETUP_T: 2016/05/18 14:11:29 [1463580689],SETUP_T: 2016/05/18 16:31:45 [1463589105],SETUP_T: 2016/05/18 16:49:41 [1463590181],,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,START_T: 2016/05/18 12:50:35 [1463575835],START_T: 2016/05/18 13:00:16 [1463576416],START_T: 2016/05/18 13:31:25 [1463578285],START_T: 2016/05/18 14:12:41 [1463580761],START_T: 2016/05/18 16:32:31 [1463589151],START_T: 2016/05/18 16:50:38 [1463590238],,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAT_NUM: 0,STAT_NUM: 1,STAT_NUM: 0,STAT_NUM: 0,STAT_NUM: 0,STAT_NUM: 0,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MODE_COD: P,MODE_COD: P,MODE_COD: P,MODE_COD: P,MODE_COD: P,MODE_COD: P,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTST_COD: N,RTST_COD: N,RTST_COD: N,RTST_COD: N,RTST_COD: 1,RTST_COD: 2,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROT_COD:,PROT_COD:,PROT_COD:,PROT_COD:,PROT_COD:,PROT_COD:,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURN_TIM: 65535,BURN_TIM: 65535,BURN_TIM: 65535,BURN_TIM: 65535,BURN_TIM: 65535,BURN_TIM: 65535,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOD_COD:,CMOD_COD:,CMOD_COD:,CMOD_COD:,CMOD_COD:,CMOD_COD:,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOT_ID: 619ON04E,LOT_ID: 619ON04E,LOT_ID: 619ON04E,LOT_ID: 619ON04E,LOT_ID: 619ON04E,LOT_ID: 619ON04E,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_TYP: AP0202,PART_TYP: AP0202,PART_TYP: AP0202,PART_TYP: AP0202,PART_TYP: AP0202,PART_TYP: AP0202,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NODE_NAM: ath3,NODE_NAM: ath3,NODE_NAM: ath3,NODE_NAM: ath3,NODE_NAM: ath3,NODE_NAM: ath3,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSTR_TYP: 93000-SOC,TSTR_TYP: 93000-SOC,TSTR_TYP: 93000-SOC,TSTR_TYP: 93000-SOC,TSTR_TYP: 93000-SOC,TSTR_TYP: 93000-SOC,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOB_NAM: AP0202Rev2_FT_25C_DCScale_Rev0.7.tp,JOB_NAM: AP0202Rev2_FT_25C_DCScale_Rev0.7.tp,JOB_NAM: AP0202Rev2_FT_25C_DCScale_Rev0.7.tp,JOB_NAM: AP0202Rev2_FT_25C_DCScale_Rev0.7.tp,JOB_NAM: AP0202Rev2_FT_25C_DCScale_Rev0.7.tp,JOB_NAM: AP0202Rev2_FT_25C_DCScale_Rev0.7.tp,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JOB_REV: 0.7,JOB_REV: 0.7,JOB_REV: 0.7,JOB_REV: 0.7,JOB_REV: 0.7,JOB_REV: 0.7,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SBLOT_ID: (null),SBLOT_ID: (null),SBLOT_ID: (null),SBLOT_ID: (null),SBLOT_ID: (null),SBLOT_ID: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPER_NAM: 21022,OPER_NAM: 1,OPER_NAM: 19564/D,OPER_NAM: 19564/D,OPER_NAM: 19564/D,OPER_NAM: 19564/D,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXEC_TYP: 93000,EXEC_TYP: 93000,EXEC_TYP: 93000,EXEC_TYP: 93000,EXEC_TYP: 93000,EXEC_TYP: 93000,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EXEC_VER: s/w rev. 7.1.4.3 (E), 15-Oct-12","EXEC_VER: s/w rev. 7.1.4.3 (E), 15-Oct-12","EXEC_VER: s/w rev. 7.1.4.3 (E), 15-Oct-12","EXEC_VER: s/w rev. 7.1.4.3 (E), 15-Oct-12","EXEC_VER: s/w rev. 7.1.4.3 (E), 15-Oct-12","EXEC_VER: s/w rev. 7.1.4.3 (E), 15-Oct-12",,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEST_COD: PKGSORT,TEST_COD: PKGSORT,TEST_COD: PKGSORT,TEST_COD: PKGSORT,TEST_COD: PKGSORT,TEST_COD: PKGSORT,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TST_TEMP: 25,TST_TEMP: 25,TST_TEMP: 25,TST_TEMP: 25,TST_TEMP: 25,TST_TEMP: 25,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USER_TXT: CKF190004,USER_TXT: 1,USER_TXT: CKF190004,USER_TXT: CKF190004,USER_TXT: CKF190004,USER_TXT: CKF190004,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUX_FILE: (null),AUX_FILE: (null),AUX_FILE: (null),AUX_FILE: (null),AUX_FILE: (null),AUX_FILE: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PKG_TYP: (null),PKG_TYP: (null),PKG_TYP: (null),PKG_TYP: (null),PKG_TYP: (null),PKG_TYP: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAMLY_ID: AP0202,FAMLY_ID: AP0202,FAMLY_ID: AP0202,FAMLY_ID: AP0202,FAMLY_ID: AP0202,FAMLY_ID: AP0202,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DATE_COD: (null),DATE_COD: (null),DATE_COD: (null),DATE_COD: (null),DATE_COD: (null),DATE_COD: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FACIL_ID: ASEM,FACIL_ID: ASEM,FACIL_ID: ASEM,FACIL_ID: ASEM,FACIL_ID: ASEM,FACIL_ID: ASEM,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLOOR_ID: (null),FLOOR_ID: (null),FLOOR_ID: (null),FLOOR_ID: (null),FLOOR_ID: (null),FLOOR_ID: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROC_ID: 65nm,PROC_ID: 65nm,PROC_ID: 65nm,PROC_ID: 65nm,PROC_ID: 65nm,PROC_ID: 65nm,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPER_FRQ: (null),OPER_FRQ: (null),OPER_FRQ: (null),OPER_FRQ: (null),OPER_FRQ: (null),OPER_FRQ: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPEC_NAM: (null),SPEC_NAM: (null),SPEC_NAM: (null),SPEC_NAM: (null),SPEC_NAM: (null),SPEC_NAM: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPEC_VER: (null),SPEC_VER: (null),SPEC_VER: (null),SPEC_VER: (null),SPEC_VER: (null),SPEC_VER: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLOW_ID: (null),FLOW_ID: (null),FLOW_ID: (null),FLOW_ID: (null),FLOW_ID: (null),FLOW_ID: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SETUP_ID: (null),SETUP_ID: (null),SETUP_ID: (null),SETUP_ID: (null),SETUP_ID: (null),SETUP_ID: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DSGN_REV: CREV1,DSGN_REV: CREV1,DSGN_REV: CREV1,DSGN_REV: CREV1,DSGN_REV: CREV1,DSGN_REV: CREV1,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG_ID: (null),ENG_ID: (null),ENG_ID: (null),ENG_ID: (null),ENG_ID: (null),ENG_ID: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROM_COD: (null),ROM_COD: (null),ROM_COD: (null),ROM_COD: (null),ROM_COD: (null),ROM_COD: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SERL_NUM: (null),SERL_NUM: (null),SERL_NUM: (null),SERL_NUM: (null),SERL_NUM: (null),SERL_NUM: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPR_NAM: (null),SUPR_NAM: (null),SUPR_NAM: (null),SUPR_NAM: (null),SUPR_NAM: (null),SUPR_NAM: (null),,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEAD_NUM: 255,HEAD_NUM: 255,HEAD_NUM: 255,HEAD_NUM: 255,HEAD_NUM: 255,HEAD_NUM: 255,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SITE_NUM: 0,SITE_NUM: 0,SITE_NUM: 0,SITE_NUM: 0,SITE_NUM: 0,SITE_NUM: 0,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PART_CNT: 12,PART_CNT: 56,PART_CNT: 780,PART_CNT: 4145,PART_CNT: 17,PART_CNT: 9,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTST_CNT: 0,RTST_CNT: 0,RTST_CNT: 0,RTST_CNT: 0,RTST_CNT: 0,RTST_CNT: 0,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABRT_CNT: 4294967295,ABRT_CNT: 4294967295,ABRT_CNT: 4294967295,ABRT_CNT: 4294967295,ABRT_CNT: 4294967295,ABRT_CNT: 4294967295,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD_CNT: 9,GOOD_CNT: 56,GOOD_CNT: 777,GOOD_CNT: 4131,GOOD_CNT: 4,GOOD_CNT: 0,,,,,,,,,,
FT ASEM CC Retest Exmaples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FUNC_CNT: 4294967295,FUNC_CNT: 4294967295,FUNC_CNT: 4294967295,FUNC_CNT: 4294967295,FUNC_CNT: 4294967295,FUNC_CNT: 4294967295,,,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAR,FAR,FAR,FAR,FAR,FAR,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPU_TYPE: 2,CPU_TYPE: 2,CPU_TYPE: 2,CPU_TYPE: 2,CPU_TYPE: 2,CPU_TYPE: 2,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STDF_VER: 4,STDF_VER: 4,STDF_VER: 4,STDF_VER: 4,STDF_VER: 4,STDF_VER: 4,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATR,ATR,ATR,ATR,ATR,ATR,,,,
FT ASEM Examples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOD_TIM: 2017/10/03 13:40:31 [1507038031],MOD_TIM: 2017/09/22 22:42:16 [1506120136],MOD_TIM: 2017/09/10 14:40:30 [1505054430],MOD_TIM: 2017/04/02 03:13:02 [1491102782],MOD_TIM: 2017/10/03 08:35:31 [1507019731],MOD_TIM: 2017/09/22 13:52:39 [1506088359],,,,
