1751,$A_Bin_$,$,A,Software,F,FALSE
1752,$G_Bin_$,$,G,Software,F,FALSE
1753,$T_Bin_$,$,T,Software,F,FALSE
1754,$t_Bin_$,$,t,Software,F,FALSE
1755,$R_Bin_$,$,R,Software,F,FALSE
1756,$D_Bin_$,$,D,Software,F,FALSE
1757,$M_Bin_$,$,M,Software,F,FALSE
1758,$Z_Bin_$,$,Z,Software,F,FALSE
1759,$O_Bin_$,$,O,Software,F,FALSE
1760,$J_Bin_$,$,J,Software,F,FALSE
1761,$X_Bin_$,$,X,Software,F,FALSE
1762,$U_Bin_$,$,U,Software,F,FALSE
1763,$E_Bin_$,$,E,Software,F,FALSE
1764,$p_Bin_$,$,p,Software,F,FALSE
1765,$5_Bin_$,$,5,Software,F,FALSE
1766,$6_Bin_$,$,6,Software,F,FALSE
1767,$7_Bin_$,$,7,Software,F,FALSE
1768,$8_Bin_$,$,8,Software,F,FALSE
1769,$9_Bin_$,$,9,Software,F,FALSE
1770,$Y_Bin_$,$,Y,Software,F,FALSE
1771,$c_Bin_$,$,c,Software,F,FALSE
1772,$Q_Bin_$,$,Q,Software,F,FALSE
1773,$a_Bin_$,$,a,Software,F,FALSE
1774,$d_Bin_$,$,d,Software,F,FALSE
1775,$g_Bin_$,$,g,Software,F,FALSE
1776,$h_Bin_$,$,h,Software,F,FALSE
1777,$j_Bin_$,$,j,Software,F,FALSE
1778,$k_Bin_$,$,k,Software,F,FALSE
1779,$l_Bin_$,$,l,Software,F,FALSE
1780,$m_Bin_$,$,m,Software,F,FALSE
1781,$n_Bin_$,$,n,Software,F,FALSE
1782,$o_Bin_$,$,o,Software,F,FALSE
1783,$q_Bin_$,$,q,Software,F,FALSE
1784,$r_Bin_$,$,r,Software,F,FALSE
1785,$u_Bin_$,$,u,Software,F,FALSE
1786,$w_Bin_$,$,w,Software,F,FALSE
1787,$x_Bin_$,$,x,Software,F,FALSE
1788,$y_Bin_$,$,y,Software,F,FALSE
1789,$z_Bin_$,$,z,Software,F,FALSE
1790,$0_Bin_$,$,0,Software,F,FALSE
1810,%1_Bin_%,%,1,Software,F,FALSE
1812,%2_Bin_%,%,2,Software,F,FALSE
1813,%3_Bin_%,%,3,Software,F,FALSE
1814,%4_Bin_%,%,4,Software,F,FALSE
1815,%!_Bin_%,%,!,Software,F,FALSE
1816,%@_Bin_%,%,@,Software,F,FALSE
1817,%$_Bin_%,%,$,Software,F,FALSE
1818,%%_Bin_%,%,%,Software,F,FALSE
1819,%^_Bin_%,%,^,Software,F,FALSE
1820,%#_Bin_%,%,#,Software,F,FALSE
1821,%*_Bin_%,%,*,Software,F,FALSE
1822,%{_Bin_%,%,{,Software,F,FALSE
1823,%}_Bin_%,%,},Software,F,FALSE
1824,%[_Bin_%,%,[,Software,F,FALSE
1825,%]_Bin_%,%,],Software,F,FALSE
1826,%-_Bin_%,%,-,Software,F,FALSE
1827,%+_Bin_%,%,+,Software,F,FALSE
1828,%>_Bin_%,%,>,Software,F,FALSE
1829,%<_Bin_%,%,<,Software,F,FALSE
1830,%~_Bin_%,%,~,Software,F,FALSE
1831,%=_Bin_%,%,=,Software,F,FALSE
1832,%&_Bin_%,%,&,Software,F,FALSE
1833,%L_Bin_%,%,L,Software,F,FALSE
1834,%B_Bin_%,%,B,Software,F,FALSE
1835,%e_Bin_%,%,e,Software,F,FALSE
1836,%C_Bin_%,%,C,Software,F,FALSE
1837,%P_Bin_%,%,P,Software,F,FALSE
1838,%s_Bin_%,%,s,Software,F,FALSE
1839,%S_Bin_%,%,S,Software,F,FALSE
1840,%V_Bin_%,%,V,Software,F,FALSE
1841,%v_Bin_%,%,v,Software,F,FALSE
1842,%b_Bin_%,%,b,Software,F,FALSE
1843,%W_Bin_%,%,W,Software,F,FALSE
1844,%N_Bin_%,%,N,Software,F,FALSE
1845,%K_Bin_%,%,K,Software,F,FALSE
1846,%F_Bin_%,%,F,Software,F,FALSE
1847,%f_Bin_%,%,f,Software,F,FALSE
1848,%H_Bin_%,%,H,Software,F,FALSE
1849,%I_Bin_%,%,I,Software,F,FALSE
1850,%i_Bin_%,%,i,Software,F,FALSE
1851,%A_Bin_%,%,A,Software,F,FALSE
1852,%G_Bin_%,%,G,Software,F,FALSE
1853,%T_Bin_%,%,T,Software,F,FALSE
1854,%t_Bin_%,%,t,Software,F,FALSE
1855,%R_Bin_%,%,R,Software,F,FALSE
1856,%D_Bin_%,%,D,Software,F,FALSE
1857,%M_Bin_%,%,M,Software,F,FALSE
1858,%Z_Bin_%,%,Z,Software,F,FALSE
1859,%O_Bin_%,%,O,Software,F,FALSE
1860,%J_Bin_%,%,J,Software,F,FALSE
